	distance	matchingHashes	pvalues	reference	sample
2517	0.00319852	878/1000	0	AU11001	SC1419
2518	0.00314086	880/1000	0	AU11001	SC1420
2519	0.00316966	879/1000	0	AU11001	SC1421
2520	0.0031121	881/1000	0	AU11001	SC1435
2521	0.000557238	977/1000	0	AU11001	AU7263
2522	0.000167546	993/1000	0	AU11001	AU7574
2523	0.000119496	995/1000	0	AU11001	AU7575
2524	0.000336872	986/1000	0	AU11001	AU7576
2525	0.000143503	994/1000	0	AU11001	AU7577
2526	0.00433199	840/1000	0	AU11001	AU8675
2527	9.55247e-05	996/1000	0	AU11001	AU8821
2528	0.000508006	979/1000	0	AU11001	AU9400
2529	0.00387578	855/1000	0	AU11001	AU9817
2530	0.00427048	842/1000	0	AU11001	HI2555
2531	0.00399629	851/1000	0	AU11001	HI2629
2532	0.0199514	490/1000	0	AU11001	HI3282
2533	0.00826969	725/1000	0	AU11001	HI3283
2534	0.00337267	872/1000	0	AU11001	HI3284
2535	0.0142518	589/1000	0	AU11001	HI3285
2536	0.00655869	772/1000	0	AU11001	HI3286
2537	0.00378594	858/1000	0	AU11001	HI3287
2538	0.00325637	876/1000	0	AU11001	HI3288
2539	0.00328537	875/1000	0	AU11001	HI3289
2540	0.00448671	835/1000	0	AU11001	AU11243
2541	0.00414809	846/1000	0	AU11001	AU1746
2542	0.00337267	872/1000	0	AU11001	AU36973
2543	0.00531349	809/1000	0	AU11001	AU6936
2544	0.00390583	854/1000	0	AU11001	HI3290
2545	0.00408721	848/1000	0	AU11001	AU1141
2546	0.00408721	848/1000	0	AU11001	AU1142
2547	0.00414809	846/1000	0	AU11001	AU1143
2548	0.000458924	981/1000	0	AU11001	AU11478
2549	0.00528099	810/1000	0	AU11001	AU11643
2550	0.00430121	841/1000	0	AU11001	AU12824
2551	0.00461146	831/1000	0	AU11001	AU1317
2552	0.000458924	981/1000	0	AU11001	AU13363
2553	0.000483446	980/1000	0	AU11001	AU13364
2554	0.00343111	870/1000	0	AU11001	AU14286
2555	0.00351914	867/1000	0	AU11001	AU15033
2556	0.00597612	789/1000	0	AU11001	AU15182
2557	0.00387578	855/1000	0	AU11001	AU1541
2558	0.00433199	840/1000	0	AU11001	AU15410
2559	0.000434439	982/1000	0	AU11001	AU15487
2560	0.000409992	983/1000	0	AU11001	AU15488
2561	0.000458924	981/1000	0	AU11001	AU1581
2562	0.0055427	802/1000	0	AU11001	AU17012
2563	0.0031121	881/1000	0	AU11001	AU1054
2564	0.00296902	886/1000	0	AU11001	HI2424
2565	0.00115999	953/1000	0	AU11002	AU11091
2566	0.00314086	880/1000	0	AU11002	AU3739
2567	0.00123693	950/1000	0	AU11002	AU3740
2568	0.00197282	922/1000	0	AU11002	AU3741
2569	0.0121679	632/1000	0	AU11002	AU37618
2570	0.00334352	873/1000	0	AU11002	AU37865
2571	0.00461146	831/1000	0	AU11002	AU38079
2572	0.00544411	805/1000	0	AU11002	AU3827
2573	0.00414809	846/1000	0	AU11002	AU3828
2574	0.00467416	829/1000	0	AU11002	AU38375
2575	0.00461146	831/1000	0	AU11002	AU4094
2576	0.00541137	806/1000	0	AU11002	AU4165
2577	0.00337267	872/1000	0	AU11002	AU4276
2578	0.0111761	654/1000	0	AU11002	AU4359
2579	0.000931334	962/1000	0	AU11002	AU4381
2580	0.00152214	939/1000	0	AU11002	AU4993
2581	0.00149601	940/1000	0	AU11002	AU5341
2582	0.00357808	865/1000	0	AU11002	AU6015
2583	0.0042398	843/1000	0	AU11002	AU6319
2584	0.00430121	841/1000	0	AU11002	AU6667
2585	0.00430121	841/1000	0	AU11002	AU6668
2586	0.00149601	940/1000	0	AU11002	AU1836
2587	0.00594242	790/1000	0	AU11002	AU18616
2588	0.00861543	716/1000	0	AU11002	AU1887
2589	0.00544411	805/1000	0	AU11002	AU18884
2590	0.00495906	820/1000	0	AU11002	AU18901
2591	0.00433199	840/1000	0	AU11002	AU20364
2592	0.00334352	873/1000	0	AU11002	AU20865
2593	0.00486359	823/1000	0	AU11002	AU20866
2594	0.00445566	836/1000	0	AU11002	AU21680
2595	0.00334352	873/1000	0	AU11002	AU21755
2596	0.00334352	873/1000	0	AU11002	AU23407
2597	0.00325637	876/1000	0	AU11002	AU23516
2598	0.00414809	846/1000	0	AU11002	AU2427
2599	0.00414809	846/1000	0	AU11002	AU2428
2600	0.00473708	827/1000	0	AU11002	AU24509
2601	0.00476862	826/1000	0	AU11002	AU24606
2602	0.00537869	807/1000	0	AU11002	AU2554
2603	0.00524853	811/1000	0	AU11002	AU25711
2604	0.00411762	847/1000	0	AU11002	AU25990
2605	0.00420918	844/1000	0	AU11002	AU25991
2606	0.00448671	835/1000	0	AU11002	AU28089
2607	0.00669844	768/1000	0	AU11002	AU28626
2608	0.00408721	848/1000	0	AU11002	AU2986
2609	0.00486359	823/1000	0	AU11002	AU29957
2610	0.00420918	844/1000	0	AU11002	AU3060
2611	0.00433199	840/1000	0	AU11002	AU30919
2612	0.00322742	877/1000	0	AU11002	AU31639
2613	0.00473708	827/1000	0	AU11002	AU32367
2614	0.00508714	816/1000	0	AU11002	AU33182
2615	0.00337267	872/1000	0	AU11002	AU33869
2616	0.0115313	646/1000	0	AU11002	AU33878
2617	0.00305472	883/1000	0	AU11002	AU3415
2618	0.00308338	882/1000	0	AU11002	AU3416
2619	0.00916565	702/1000	0	AU11002	AU34858
2620	0.00325637	876/1000	0	AU11002	AU35919
2621	0.00865422	715/1000	0	AU11002	AU36258
2622	0.00325637	876/1000	0	AU11002	AU36284
2623	0.00325637	876/1000	0	AU11002	AU36474
2624	0.00521614	812/1000	0	AU11002	HI3291
2625	0.00541137	806/1000	0	AU11002	HI3292
2626	0.00511931	815/1000	0	AU11002	HI3293
2627	0.00515153	814/1000	0	AU11002	HI3294
2628	0.00515153	814/1000	0	AU11002	HI3295
2629	0.00299754	885/1000	0	AU11002	PC668
2630	0.0031121	881/1000	0	AU11002	PC669
2631	0.00322742	877/1000	0	AU11002	PC673
2632	0.00302611	884/1000	0	AU11002	PC674
2633	0.00302611	884/1000	0	AU11002	PC675
2634	0.00299754	885/1000	0	AU11002	PC676
2635	0.00322742	877/1000	0	AU11002	PC677
2636	0.0031121	881/1000	0	AU11002	PC678
2637	0.0031121	881/1000	0	AU11002	SC1128
2638	0.00302611	884/1000	0	AU11002	SC1129
2639	0.00302611	884/1000	0	AU11002	SC1145
2640	0.00308338	882/1000	0	AU11002	SC1209
2641	0.0108702	661/1000	0	AU11002	SC1210
2642	0.00308338	882/1000	0	AU11002	SC1211
2643	0.00305472	883/1000	0	AU11002	SC1339
2644	0.00414809	846/1000	0	AU11002	SC1360
2645	0.00305472	883/1000	0	AU11002	SC1371
2646	0.00305472	883/1000	0	AU11002	SC1392
2647	0.00308338	882/1000	0	AU11002	SC1400
2648	0.00408721	848/1000	0	AU11002	SC1402
2649	0.0144049	586/1000	0	AU11002	SC1407
2650	0.00314086	880/1000	0	AU11002	SC1419
2651	0.00308338	882/1000	0	AU11002	SC1420
2652	0.00308338	882/1000	0	AU11002	SC1421
2653	0.00302611	884/1000	0	AU11002	SC1435
2654	0.00160079	936/1000	0	AU11002	AU7263
2655	0.00123693	950/1000	0	AU11002	AU7574
2656	0.0011856	952/1000	0	AU11002	AU7575
2657	0.00141786	943/1000	0	AU11002	AU7576
2658	0.00121124	951/1000	0	AU11002	AU7577
2659	0.00427048	842/1000	0	AU11002	AU8675
2660	0.00115999	953/1000	0	AU11002	AU8821
2661	0.00154832	938/1000	0	AU11002	AU9400
2662	0.00502299	818/1000	0	AU11002	AU9817
2663	0.00541137	806/1000	0	AU11002	HI2555
2664	0.00515153	814/1000	0	AU11002	HI2629
2665	0.0209501	475/1000	0	AU11002	HI3282
2666	0.00892796	708/1000	0	AU11002	HI3283
2667	0.00405685	849/1000	0	AU11002	HI3284
2668	0.015508	565/1000	0	AU11002	HI3285
2669	0.00781808	737/1000	0	AU11002	HI3286
2670	0.004991	819/1000	0	AU11002	HI3287
2671	0.00445566	836/1000	0	AU11002	HI3288
2672	0.00396608	852/1000	0	AU11002	HI3289
2673	0.00564181	799/1000	0	AU11002	AU11243
2674	0.00414809	846/1000	0	AU11002	AU1746
2675	0.00328537	875/1000	0	AU11002	AU36973
2676	0.00541137	806/1000	0	AU11002	AU6936
2677	0.00515153	814/1000	0	AU11002	HI3290
2678	0.00405685	849/1000	0	AU11002	AU1141
2679	0.00405685	849/1000	0	AU11002	AU1142
2680	0.00411762	847/1000	0	AU11002	AU1143
2681	0.00149601	940/1000	0	AU11002	AU11478
2682	0.00638544	777/1000	0	AU11002	AU11643
2683	0.00420918	844/1000	0	AU11002	AU12824
2684	0.00577481	795/1000	0	AU11002	AU1317
2685	0.00149601	940/1000	0	AU11002	AU13363
2686	0.00152214	939/1000	0	AU11002	AU13364
2687	0.00334352	873/1000	0	AU11002	AU14286
2688	0.00343111	870/1000	0	AU11002	AU15033
2689	0.00723198	753/1000	0	AU11002	AU15182
2690	0.00502299	818/1000	0	AU11002	AU1541
2691	0.0042398	843/1000	0	AU11002	AU15410
2692	0.00146992	941/1000	0	AU11002	AU15487
2693	0.00146992	941/1000	0	AU11002	AU15488
2694	0.00149601	940/1000	0	AU11002	AU1581
2695	0.00673355	767/1000	0	AU11002	AU17012
2696	0.00302611	884/1000	0	AU11002	AU1054
2697	0.00417861	845/1000	0	AU11002	HI2424
2698	0.00328537	875/1000	0	AU11091	AU3739
2699	0.00227104	911/1000	0	AU11091	AU3740
2700	0.000956583	961/1000	0	AU11091	AU3741
2701	0.0115761	645/1000	0	AU11091	AU37618
2702	0.00351914	867/1000	0	AU11091	AU37865
2703	0.0034604	869/1000	0	AU11091	AU38079
2704	0.00531349	809/1000	0	AU11091	AU3827
2705	0.00420918	844/1000	0	AU11091	AU3828
2706	0.00354859	866/1000	0	AU11091	AU38375
2707	0.00351914	867/1000	0	AU11091	AU4094
2708	0.00531349	809/1000	0	AU11091	AU4165
2709	0.00351914	867/1000	0	AU11091	AU4276
2710	0.0111761	654/1000	0	AU11091	AU4359
2711	0.00121124	951/1000	0	AU11091	AU4381
2712	0.000532603	978/1000	0	AU11091	AU4993
2713	0.000508006	979/1000	0	AU11091	AU5341
2714	0.00354859	866/1000	0	AU11091	AU6015
2715	0.00436283	839/1000	0	AU11091	AU6319
2716	0.00451781	834/1000	0	AU11091	AU6667
2717	0.00448671	835/1000	0	AU11091	AU6668
2718	0.000483446	980/1000	0	AU11091	AU1836
2719	0.00600989	788/1000	0	AU11091	AU18616
2720	0.00811798	729/1000	0	AU11091	AU1887
2721	0.00534606	808/1000	0	AU11091	AU18884
2722	0.00384578	856/1000	0	AU11091	AU18901
2723	0.00454897	833/1000	0	AU11091	AU20364
2724	0.00348975	868/1000	0	AU11091	AU20865
2725	0.004991	819/1000	0	AU11091	AU20866
2726	0.00328537	875/1000	0	AU11091	AU21680
2727	0.0034604	869/1000	0	AU11091	AU21755
2728	0.00348975	868/1000	0	AU11091	AU23407
2729	0.00340187	871/1000	0	AU11091	AU23516
2730	0.00430121	841/1000	0	AU11091	AU2427
2731	0.00433199	840/1000	0	AU11091	AU2428
2732	0.00363721	863/1000	0	AU11091	AU24509
2733	0.00363721	863/1000	0	AU11091	AU24606
2734	0.00430121	841/1000	0	AU11091	AU2554
2735	0.00417861	845/1000	0	AU11091	AU25711
2736	0.00427048	842/1000	0	AU11091	AU25990
2737	0.00439372	838/1000	0	AU11091	AU25991
2738	0.00331442	874/1000	0	AU11091	AU28089
2739	0.00607761	786/1000	0	AU11091	AU28626
2740	0.0042398	843/1000	0	AU11091	AU2986
2741	0.0037263	860/1000	0	AU11091	AU29957
2742	0.00442466	837/1000	0	AU11091	AU3060
2743	0.00375609	859/1000	0	AU11091	AU30919
2744	0.00337267	872/1000	0	AU11091	AU31639
2745	0.00357808	865/1000	0	AU11091	AU32367
2746	0.00399629	851/1000	0	AU11091	AU33182
2747	0.00348975	868/1000	0	AU11091	AU33869
2748	0.0109136	660/1000	0	AU11091	AU33878
2749	0.00319852	878/1000	0	AU11091	AU3415
2750	0.00319852	878/1000	0	AU11091	AU3416
2751	0.00804257	731/1000	0	AU11091	AU34858
2752	0.00340187	871/1000	0	AU11091	AU35919
2753	0.00789262	735/1000	0	AU11091	AU36258
2754	0.00340187	871/1000	0	AU11091	AU36284
2755	0.00340187	871/1000	0	AU11091	AU36474
2756	0.00405685	849/1000	0	AU11091	HI3291
2757	0.00417861	845/1000	0	AU11091	HI3292
2758	0.00393593	853/1000	0	AU11091	HI3293
2759	0.00396608	852/1000	0	AU11091	HI3294
2760	0.00399629	851/1000	0	AU11091	HI3295
2761	0.00319852	878/1000	0	AU11091	PC668
2762	0.00325637	876/1000	0	AU11091	PC669
2763	0.00337267	872/1000	0	AU11091	PC673
2764	0.00316966	879/1000	0	AU11091	PC674
2765	0.00316966	879/1000	0	AU11091	PC675
2766	0.0031121	881/1000	0	AU11091	PC676
2767	0.00334352	873/1000	0	AU11091	PC677
2768	0.00325637	876/1000	0	AU11091	PC678
2769	0.00322742	877/1000	0	AU11091	SC1128
2770	0.00316966	879/1000	0	AU11091	SC1129
2771	0.00316966	879/1000	0	AU11091	SC1145
2772	0.00322742	877/1000	0	AU11091	SC1209
2773	0.0110007	658/1000	0	AU11091	SC1210
2774	0.00322742	877/1000	0	AU11091	SC1211
2775	0.00319852	878/1000	0	AU11091	SC1339
2776	0.00430121	841/1000	0	AU11091	SC1360
2777	0.00319852	878/1000	0	AU11091	SC1371
2778	0.00319852	878/1000	0	AU11091	SC1392
2779	0.00319852	878/1000	0	AU11091	SC1400
2780	0.0042398	843/1000	0	AU11091	SC1402
2781	0.0142518	589/1000	0	AU11091	SC1407
2782	0.00325637	876/1000	0	AU11091	SC1419
2783	0.00319852	878/1000	0	AU11091	SC1420
2784	0.00322742	877/1000	0	AU11091	SC1421
2785	0.00316966	879/1000	0	AU11091	SC1435
2786	0.00058191	976/1000	0	AU11091	AU7263
2787	0.000215742	991/1000	0	AU11091	AU7574
2788	0.000167546	993/1000	0	AU11091	AU7575
2789	0.000385581	984/1000	0	AU11091	AU7576
2790	0.000191626	992/1000	0	AU11091	AU7577
2791	0.00445566	836/1000	0	AU11091	AU8675
2792	0.000143503	994/1000	0	AU11091	AU8821
2793	0.000557238	977/1000	0	AU11091	AU9400
2794	0.00393593	853/1000	0	AU11091	AU9817
2795	0.00433199	840/1000	0	AU11091	HI2555
2796	0.00402654	850/1000	0	AU11091	HI2629
2797	0.0200822	488/1000	0	AU11091	HI3282
2798	0.0083078	724/1000	0	AU11091	HI3283
2799	0.00343111	870/1000	0	AU11091	HI3284
2800	0.0143027	588/1000	0	AU11091	HI3285
2801	0.00666341	769/1000	0	AU11091	HI3286
2802	0.00381583	857/1000	0	AU11091	HI3287
2803	0.00328537	875/1000	0	AU11091	HI3288
2804	0.00334352	873/1000	0	AU11091	HI3289
2805	0.00454897	833/1000	0	AU11091	AU11243
2806	0.00427048	842/1000	0	AU11091	AU1746
2807	0.00343111	870/1000	0	AU11091	AU36973
2808	0.00534606	808/1000	0	AU11091	AU6936
2809	0.00396608	852/1000	0	AU11091	HI3290
2810	0.00417861	845/1000	0	AU11091	AU1141
2811	0.00420918	844/1000	0	AU11091	AU1142
2812	0.00427048	842/1000	0	AU11091	AU1143
2813	0.000483446	980/1000	0	AU11091	AU11478
2814	0.00531349	809/1000	0	AU11091	AU11643
2815	0.00442466	837/1000	0	AU11091	AU12824
2816	0.00467416	829/1000	0	AU11091	AU1317
2817	0.000508006	979/1000	0	AU11091	AU13363
2818	0.000532603	978/1000	0	AU11091	AU13364
2819	0.00348975	868/1000	0	AU11091	AU14286
2820	0.00357808	865/1000	0	AU11091	AU15033
2821	0.00604372	787/1000	0	AU11091	AU15182
2822	0.00393593	853/1000	0	AU11091	AU1541
2823	0.00445566	836/1000	0	AU11091	AU15410
2824	0.000483446	980/1000	0	AU11091	AU15487
2825	0.000458924	981/1000	0	AU11091	AU15488
2826	0.000508006	979/1000	0	AU11091	AU1581
2827	0.00560872	800/1000	0	AU11091	AU17012
2828	0.00316966	879/1000	0	AU11091	AU1054
2829	0.00302611	884/1000	0	AU11091	HI2424
2830	0.00433199	840/1000	0	AU3739	AU3740
2831	0.00411762	847/1000	0	AU3739	AU3741
2832	0.011984	636/1000	0	AU3739	AU37618
2833	0.000656154	973/1000	0	AU3739	AU37865
2834	0.00316966	879/1000	0	AU3739	AU38079
2835	0.00442466	837/1000	0	AU3739	AU3827
2836	0.00131423	947/1000	0	AU3739	AU3828
2837	0.00369655	861/1000	0	AU3739	AU38375
2838	0.00363721	863/1000	0	AU3739	AU4094
2839	0.00442466	837/1000	0	AU3739	AU4165
2840	0.00058191	976/1000	0	AU3739	AU4276
2841	0.00838426	722/1000	0	AU3739	AU4359
2842	0.0031121	881/1000	0	AU3739	AU4381
2843	0.00360762	864/1000	0	AU3739	AU4993
2844	0.00363721	863/1000	0	AU3739	AU5341
2845	0.00162709	935/1000	0	AU3739	AU6015
2846	0.00139189	944/1000	0	AU3739	AU6319
2847	0.00154832	938/1000	0	AU3739	AU6667
2848	0.00144387	942/1000	0	AU3739	AU6668
2849	0.00366686	862/1000	0	AU3739	AU1836
2850	0.00296902	886/1000	0	AU3739	AU18616
2851	0.00781808	737/1000	0	AU3739	AU1887
2852	0.00448671	835/1000	0	AU3739	AU18884
2853	0.00360762	864/1000	0	AU3739	AU18901
2854	0.00146992	941/1000	0	AU3739	AU20364
2855	0.000557238	977/1000	0	AU3739	AU20865
2856	0.00216198	915/1000	0	AU3739	AU20866
2857	0.00369655	861/1000	0	AU3739	AU21680
2858	0.000557238	977/1000	0	AU3739	AU21755
2859	0.000557238	977/1000	0	AU3739	AU23407
2860	0.000532603	978/1000	0	AU3739	AU23516
2861	0.00134007	946/1000	0	AU3739	AU2427
2862	0.00128842	948/1000	0	AU3739	AU2428
2863	0.00208065	918/1000	0	AU3739	AU24509
2864	0.00337267	872/1000	0	AU3739	AU24606
2865	0.00405685	849/1000	0	AU3739	AU2554
2866	0.00381583	857/1000	0	AU3739	AU25711
2867	0.00128842	948/1000	0	AU3739	AU25990
2868	0.00134007	946/1000	0	AU3739	AU25991
2869	0.0037263	860/1000	0	AU3739	AU28089
2870	0.00607761	786/1000	0	AU3739	AU28626
2871	0.00121124	951/1000	0	AU3739	AU2986
2872	0.00537869	807/1000	0	AU3739	AU29957
2873	0.00141786	943/1000	0	AU3739	AU3060
2874	0.00202665	920/1000	0	AU3739	AU30919
2875	0.000508006	979/1000	0	AU3739	AU31639
2876	0.00411762	847/1000	0	AU3739	AU32367
2877	0.00366686	862/1000	0	AU3739	AU33182
2878	0.000631368	974/1000	0	AU3739	AU33869
2879	0.0111321	655/1000	0	AU3739	AU33878
2880	0.000119496	995/1000	0	AU3739	AU3415
2881	9.55247e-05	996/1000	0	AU3739	AU3416
2882	0.00834599	723/1000	0	AU3739	AU34858
2883	0.000532603	978/1000	0	AU3739	AU35919
2884	0.00759618	743/1000	0	AU3739	AU36258
2885	0.000532603	978/1000	0	AU3739	AU36284
2886	0.000557238	977/1000	0	AU3739	AU36474
2887	0.00393593	853/1000	0	AU3739	HI3291
2888	0.00411762	847/1000	0	AU3739	HI3292
2889	0.00384578	856/1000	0	AU3739	HI3293
2890	0.00384578	856/1000	0	AU3739	HI3294
2891	0.00387578	855/1000	0	AU3739	HI3295
2892	0.000409992	983/1000	0	AU3739	PC668
2893	0.000264084	989/1000	0	AU3739	PC669
2894	0.000458924	981/1000	0	AU3739	PC673
2895	0.000143503	994/1000	0	AU3739	PC674
2896	0.000167546	993/1000	0	AU3739	PC675
2897	0.000215742	991/1000	0	AU3739	PC676
2898	0.000483446	980/1000	0	AU3739	PC677
2899	0.000167546	993/1000	0	AU3739	PC678
2900	0.000167546	993/1000	0	AU3739	SC1128
2901	9.55247e-05	996/1000	0	AU3739	SC1129
2902	9.55247e-05	996/1000	0	AU3739	SC1145
2903	0.000143503	994/1000	0	AU3739	SC1209
2904	0.00823165	726/1000	0	AU3739	SC1210
2905	0.000143503	994/1000	0	AU3739	SC1211
2906	0.000119496	995/1000	0	AU3739	SC1339
2907	0.00126265	949/1000	0	AU3739	SC1360
2908	0.000119496	995/1000	0	AU3739	SC1371
2909	0.000119496	995/1000	0	AU3739	SC1392
2910	0.000143503	994/1000	0	AU3739	SC1400
2911	0.00121124	951/1000	0	AU3739	SC1402
2912	0.0118927	638/1000	0	AU3739	SC1407
2913	0.000191626	992/1000	0	AU3739	SC1419
2914	0.000143503	994/1000	0	AU3739	SC1420
2915	0.000143503	994/1000	0	AU3739	SC1421
2916	9.55247e-05	996/1000	0	AU3739	SC1435
2917	0.00366686	862/1000	0	AU3739	AU7263
2918	0.00337267	872/1000	0	AU3739	AU7574
2919	0.00331442	874/1000	0	AU3739	AU7575
2920	0.00357808	865/1000	0	AU3739	AU7576
2921	0.00334352	873/1000	0	AU3739	AU7577
2922	0.00149601	940/1000	0	AU3739	AU8675
2923	0.00328537	875/1000	0	AU3739	AU8821
2924	0.00363721	863/1000	0	AU3739	AU9400
2925	0.00360762	864/1000	0	AU3739	AU9817
2926	0.00495906	820/1000	0	AU3739	HI2555
2927	0.00417861	845/1000	0	AU3739	HI2629
2928	0.0211548	472/1000	0	AU3739	HI3282
2929	0.00857671	717/1000	0	AU3739	HI3283
2930	0.00162709	935/1000	0	AU3739	HI3284
2931	0.0146108	582/1000	0	AU3739	HI3285
2932	0.00723198	753/1000	0	AU3739	HI3286
2933	0.00381583	857/1000	0	AU3739	HI3287
2934	0.00322742	877/1000	0	AU3739	HI3288
2935	0.00154832	938/1000	0	AU3739	HI3289
2936	0.00417861	845/1000	0	AU3739	AU11243
2937	0.00131423	947/1000	0	AU3739	AU1746
2938	0.000557238	977/1000	0	AU3739	AU36973
2939	0.00451781	834/1000	0	AU3739	AU6936
2940	0.00384578	856/1000	0	AU3739	HI3290
2941	0.00123693	950/1000	0	AU3739	AU1141
2942	0.00123693	950/1000	0	AU3739	AU1142
2943	0.00128842	948/1000	0	AU3739	AU1143
2944	0.00366686	862/1000	0	AU3739	AU11478
2945	0.00492718	821/1000	0	AU3739	AU11643
2946	0.00141786	943/1000	0	AU3739	AU12824
2947	0.00439372	838/1000	0	AU3739	AU1317
2948	0.00363721	863/1000	0	AU3739	AU13363
2949	0.00363721	863/1000	0	AU3739	AU13364
2950	0.000631368	974/1000	0	AU3739	AU14286
2951	0.000656154	973/1000	0	AU3739	AU15033
2952	0.00666341	769/1000	0	AU3739	AU15182
2953	0.00405685	849/1000	0	AU3739	AU1541
2954	0.00139189	944/1000	0	AU3739	AU15410
2955	0.00360762	864/1000	0	AU3739	AU15487
2956	0.00360762	864/1000	0	AU3739	AU15488
2957	0.00360762	864/1000	0	AU3739	AU1581
2958	0.00590877	791/1000	0	AU3739	AU17012
2959	9.55247e-05	996/1000	0	AU3739	AU1054
2960	0.00149601	940/1000	0	AU3739	HI2424
2961	0.00240836	906/1000	0	AU3740	AU3741
2962	0.0131603	611/1000	0	AU3740	AU37618
2963	0.00458019	832/1000	0	AU3740	AU37865
2964	0.00577481	795/1000	0	AU3740	AU38079
2965	0.00659353	771/1000	0	AU3740	AU3827
2966	0.00541137	806/1000	0	AU3740	AU3828
2967	0.00594242	790/1000	0	AU3740	AU38375
2968	0.00590877	791/1000	0	AU3740	AU4094
2969	0.00659353	771/1000	0	AU3740	AU4165
2970	0.00458019	832/1000	0	AU3740	AU4276
2971	0.0125875	623/1000	0	AU3740	AU4359
2972	0.00134007	946/1000	0	AU3740	AU4381
2973	0.00194597	923/1000	0	AU3740	AU4993
2974	0.00191916	924/1000	0	AU3740	AU5341
2975	0.00464278	830/1000	0	AU3740	AU6015
2976	0.00550978	803/1000	0	AU3740	AU6319
2977	0.00560872	800/1000	0	AU3740	AU6667
2978	0.00557568	801/1000	0	AU3740	AU6668
2979	0.0018924	925/1000	0	AU3740	AU1836
2980	0.00715996	755/1000	0	AU3740	AU18616
2981	0.00993767	683/1000	0	AU3740	AU1887
2982	0.00666341	769/1000	0	AU3740	AU18884
2983	0.00607761	786/1000	0	AU3740	AU18901
2984	0.00564181	799/1000	0	AU3740	AU20364
2985	0.00454897	833/1000	0	AU3740	AU20865
2986	0.00600989	788/1000	0	AU3740	AU20866
2987	0.00574147	796/1000	0	AU3740	AU21680
2988	0.00454897	833/1000	0	AU3740	AU21755
2989	0.00454897	833/1000	0	AU3740	AU23407
2990	0.00448671	835/1000	0	AU3740	AU23516
2991	0.00541137	806/1000	0	AU3740	AU2427
2992	0.00544411	805/1000	0	AU3740	AU2428
2993	0.00584167	793/1000	0	AU3740	AU24509
2994	0.00590877	791/1000	0	AU3740	AU24606
2995	0.00666341	769/1000	0	AU3740	AU2554
2996	0.00645455	775/1000	0	AU3740	AU25711
2997	0.00541137	806/1000	0	AU3740	AU25990
2998	0.00550978	803/1000	0	AU3740	AU25991
2999	0.00574147	796/1000	0	AU3740	AU28089
3000	0.00726808	752/1000	0	AU3740	AU28626
3001	0.00537869	807/1000	0	AU3740	AU2986
3002	0.00594242	790/1000	0	AU3740	AU29957
3003	0.00550978	803/1000	0	AU3740	AU3060
3004	0.00560872	800/1000	0	AU3740	AU30919
3005	0.00445566	836/1000	0	AU3740	AU31639
3006	0.00528099	810/1000	0	AU3740	AU32367
3007	0.00628226	780/1000	0	AU3740	AU33182
3008	0.00454897	833/1000	0	AU3740	AU33869
3009	0.0123068	629/1000	0	AU3740	AU33878
3010	0.00427048	842/1000	0	AU3740	AU3415
3011	0.00427048	842/1000	0	AU3740	AU3416
3012	0.0105688	668/1000	0	AU3740	AU34858
3013	0.00448671	835/1000	0	AU3740	AU35919
3014	0.00944662	695/1000	0	AU3740	AU36258
3015	0.00448671	835/1000	0	AU3740	AU36284
3016	0.00448671	835/1000	0	AU3740	AU36474
3017	0.00631659	779/1000	0	AU3740	HI3291
3018	0.00669844	768/1000	0	AU3740	HI3292
3019	0.00621379	782/1000	0	AU3740	HI3293
3020	0.006248	781/1000	0	AU3740	HI3294
3021	0.00628226	780/1000	0	AU3740	HI3295
3022	0.00420918	844/1000	0	AU3740	PC668
3023	0.00430121	841/1000	0	AU3740	PC669
3024	0.00445566	836/1000	0	AU3740	PC673
3025	0.0042398	843/1000	0	AU3740	PC674
3026	0.0042398	843/1000	0	AU3740	PC675
3027	0.00417861	845/1000	0	AU3740	PC676
3028	0.00445566	836/1000	0	AU3740	PC677
3029	0.00430121	841/1000	0	AU3740	PC678
3030	0.00427048	842/1000	0	AU3740	SC1128
3031	0.0042398	843/1000	0	AU3740	SC1129
3032	0.0042398	843/1000	0	AU3740	SC1145
3033	0.00427048	842/1000	0	AU3740	SC1209
3034	0.0123068	629/1000	0	AU3740	SC1210
3035	0.00427048	842/1000	0	AU3740	SC1211
3036	0.00427048	842/1000	0	AU3740	SC1339
3037	0.00541137	806/1000	0	AU3740	SC1360
3038	0.00427048	842/1000	0	AU3740	SC1371
3039	0.00427048	842/1000	0	AU3740	SC1392
3040	0.00427048	842/1000	0	AU3740	SC1400
3041	0.00537869	807/1000	0	AU3740	SC1402
3042	0.0155619	564/1000	0	AU3740	SC1407
3043	0.00433199	840/1000	0	AU3740	SC1419
3044	0.00427048	842/1000	0	AU3740	SC1420
3045	0.00430121	841/1000	0	AU3740	SC1421
3046	0.0042398	843/1000	0	AU3740	SC1435
3047	0.00199971	921/1000	0	AU3740	AU7263
3048	0.00218918	914/1000	0	AU3740	AU7574
3049	0.00229842	910/1000	0	AU3740	AU7575
3050	0.00238081	907/1000	0	AU3740	AU7576
3051	0.00232584	909/1000	0	AU3740	AU7577
3052	0.0055427	802/1000	0	AU3740	AU8675
3053	0.00227104	911/1000	0	AU3740	AU8821
3054	0.00194597	923/1000	0	AU3740	AU9400
